track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
LFNAHRinvs	Coldspot_0.01	143154	167478.3900	50788.0000	329983.0000	88155.6631	0.8548	-0.2264	4.6000e-01	4.6000e-01	25	2585723	9.1484e-02	8500	231711737	8.1981e+00	5	143154	5.0649e-03	20.0000	5.5363	0.0588	0.0618
LFNHinvs	Hotspot_0.99	350	2916.6000	0.0000	8423.0000	2416.7290	0.1203	-3.0552	1.1000e-01	1.3200e-01	50	1163045	4.1149e-02	8518	8057649	2.8508e-01	2	350	1.2383e-05	4.0000	0.0301	0.0235	0.0043
LFNHinvs	Hotspot_0.9	25682	71965.8800	31837.0000	130304.0000	26982.4892	0.3569	-1.4865	3.0000e-02	4.5000e-02	50	1163045	4.1149e-02	85181	147208246	5.2083e+00	16	25682	9.0864e-04	32.0000	2.2082	0.0188	0.0174
LFNHinvs	Hotspot_0.999	238	213.3700	0.0000	1294.0000	460.2955	1.1149	0.1569	1.9000e-01	1.9000e-01	50	1163045	4.1149e-02	852	441389	1.5617e-02	1	238	8.4206e-06	2.0000	0.0205	0.1174	0.0539
LFNHinvs	Coldspot_0.1	474667	247676.0800	168877.0000	405717.0000	69807.0723	1.9165	0.9385	1.0000e-02	2.0000e-02	50	1163045	4.1149e-02	85162	855303584	3.0261e+01	24	474667	1.6794e-02	48.0000	40.8124	0.0282	0.0555
LFNHinvs	Coldspot_0.01	378510	57894.5200	21639.0000	115379.0000	29467.0239	6.5378	2.7088	1.0000e-02	2.0000e-02	50	1163045	4.1149e-02	8500	231711737	8.1981e+00	5	378510	1.3392e-02	10.0000	32.5447	0.0588	0.1634
LFNHinvs	Coldspot_0.001	330052	15388.8800	0.0000	34781.0000	10387.4061	21.4461	4.4226	1.0000e-02	2.0000e-02	50	1163045	4.1149e-02	834	61111167	2.1621e+00	1	330052	1.1677e-02	2.0000	28.3783	0.1199	0.5401
NAHRinvs	Hotspot_0.999	28	1780.3300	44.0000	4365.0000	1323.0086	0.0163	-5.9408	4.0000e-02	4.8000e-02	52	11417007	4.0394e-01	852	441389	1.5617e-02	1	28	9.9066e-07	1.9231	0.0002	0.1174	0.0063
NAHRinvs	Hotspot_0.99	12689	32048.4200	19008.0000	49808.0000	8768.0428	0.3960	-1.3366	1.0000e-02	1.5000e-02	52	11417007	4.0394e-01	8518	8057649	2.8508e-01	19	12689	4.4894e-04	36.5385	0.1111	0.2231	0.1575
NAHRinvs	Hotspot_0.9	462492	601010.2100	507064.0000	716580.0000	63819.4543	0.7695	-0.3780	1.0000e-02	1.5000e-02	52	11417007	4.0394e-01	85181	147208246	5.2083e+00	236	462492	1.6363e-02	453.8462	4.0509	0.2771	0.3142
NAHRinvs	Coldspot_0.1	3157607	3298857.1700	2822464.0000	3890060.0000	307438.5795	0.9572	-0.0631	3.2000e-01	3.2000e-01	52	11417007	4.0394e-01	85162	855303584	3.0261e+01	192	3157607	1.1172e-01	369.2308	27.6570	0.2255	0.3692
NAHRinvs	Coldspot_0.01	1354463	892129.9400	522983.0000	1277160.0000	230820.2733	1.5182	0.6024	1.0000e-02	1.5000e-02	52	11417007	4.0394e-01	8500	231711737	8.1981e+00	15	1354463	4.7922e-02	28.8462	11.8636	0.1765	0.5845
NAHRinvs	Coldspot_0.001	930807	230486.1300	34681.0000	493638.0000	137740.8185	4.0384	2.0138	1.0000e-02	1.5000e-02	52	11417007	4.0394e-01	834	61111167	2.1621e+00	5	930807	3.2932e-02	9.6154	8.1528	0.5995	1.5231
NAHRno501invs	Hotspot_0.999	0	990.8000	0.0000	2909.0000	900.3630	0.0010	-9.9539	1.8000e-01	3.6000e-01	51	5765898	2.0400e-01	852	441389	1.5617e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NAHRno501invs	Hotspot_0.99	2520	16971.6800	5473.0000	30699.0000	7602.0119	0.1485	-2.7511	1.0000e-02	3.0000e-02	51	5765898	2.0400e-01	8518	8057649	2.8508e-01	4	2520	8.9159e-05	7.8431	0.0437	0.0470	0.0313
NAHRno501invs	Hotspot_0.9	101111	324703.8600	223737.0000	441199.0000	66322.1028	0.3114	-1.6832	1.0000e-02	3.0000e-02	51	5765898	2.0400e-01	85181	147208246	5.2083e+00	48	101111	3.5774e-03	94.1176	1.7536	0.0564	0.0687
NAHRno501invs	Coldspot_0.01	324212	384085.0800	203968.0000	626476.0000	130093.9418	0.8441	-0.2445	3.4000e-01	5.1000e-01	51	5765898	2.0400e-01	8500	231711737	8.1981e+00	12	324212	1.1471e-02	23.5294	5.6229	0.1412	0.1399
NAHRno501invs	Coldspot_0.001	79116	93438.6700	6045.0000	224258.0000	66030.0710	0.8467	-0.2400	5.1000e-01	5.8000e-01	51	5765898	2.0400e-01	834	61111167	2.1621e+00	3	79116	2.7992e-03	5.8824	1.3721	0.3597	0.1295
NAHRno501invs	Coldspot_0.1	1436291	1438943.4700	1152722.0000	1858967.0000	207117.5062	0.9982	-0.0027	5.8000e-01	5.8000e-01	51	5765898	2.0400e-01	85162	855303584	3.0261e+01	95	1436291	5.0817e-02	186.2745	24.9101	0.1116	0.1679
NHinvs	Hotspot_0.99	350	4298.7200	179.0000	10485.0000	3144.0462	0.0816	-3.6147	7.0000e-02	8.4000e-02	78	1338747	4.7366e-02	8518	8057649	2.8508e-01	2	350	1.2383e-05	2.5641	0.0261	0.0235	0.0043
NHinvs	Hotspot_0.9	27027	86530.5300	43360.0000	148348.0000	33808.0264	0.3123	-1.6788	1.0000e-02	1.5000e-02	78	1338747	4.7366e-02	85181	147208246	5.2083e+00	17	27027	9.5623e-04	21.7949	2.0188	0.0200	0.0184
NHinvs	Hotspot_0.999	238	273.2600	0.0000	1422.0000	467.6736	0.8714	-0.1985	6.8000e-01	6.8000e-01	78	1338747	4.7366e-02	852	441389	1.5617e-02	1	238	8.4206e-06	1.2821	0.0178	0.1174	0.0539
NHinvs	Coldspot_0.1	593345	287633.9700	193768.0000	445337.0000	80636.2977	2.0628	1.0446	1.0000e-02	1.5000e-02	78	1338747	4.7366e-02	85162	855303584	3.0261e+01	34	593345	2.0993e-02	43.5897	44.3209	0.0399	0.0694
NHinvs	Coldspot_0.01	378510	73631.3400	37478.0000	143798.0000	38446.5628	5.1406	2.3619	1.0000e-02	1.5000e-02	78	1338747	4.7366e-02	8500	231711737	8.1981e+00	5	378510	1.3392e-02	6.4103	28.2735	0.0588	0.1634
NHinvs	Coldspot_0.001	330052	22972.6400	2772.0000	54062.0000	16898.8431	14.3666	3.8446	1.0000e-02	1.5000e-02	78	1338747	4.7366e-02	834	61111167	2.1621e+00	1	330052	1.1677e-02	1.2821	24.6538	0.1199	0.5401
no501invs	Hotspot_0.99	2870	21217.0800	8726.0000	36718.0000	8354.8832	0.1353	-2.8857	1.0000e-02	3.0000e-02	129	7104645	2.5137e-01	8518	8057649	2.8508e-01	6	2870	1.0154e-04	4.6512	0.0404	0.0704	0.0356
no501invs	Hotspot_0.999	238	1234.3200	0.0000	3570.0000	1107.0812	0.1935	-2.3698	2.5000e-01	2.5000e-01	129	7104645	2.5137e-01	852	441389	1.5617e-02	1	238	8.4206e-06	0.7752	0.0033	0.1174	0.0539
no501invs	Hotspot_0.9	128138	421941.8500	300422.0000	549448.0000	75176.1743	0.3037	-1.7193	1.0000e-02	3.0000e-02	129	7104645	2.5137e-01	85181	147208246	5.2083e+00	65	128138	4.5336e-03	50.3876	1.8036	0.0763	0.0870
no501invs	Coldspot_0.1	2029636	1701090.7400	1386492.0000	2150682.0000	215657.7457	1.1931	0.2548	7.0000e-02	8.4000e-02	129	7104645	2.5137e-01	85162	855303584	3.0261e+01	129	2029636	7.1810e-02	100.0000	28.5677	0.1515	0.2373
no501invs	Coldspot_0.01	702722	453324.2900	262357.0000	703562.0000	140387.3173	1.5502	0.6324	4.0000e-02	6.0000e-02	129	7104645	2.5137e-01	8500	231711737	8.1981e+00	17	702722	2.4863e-02	13.1783	9.8910	0.2000	0.3033
no501invs	Coldspot_0.001	409168	131293.6100	22601.0000	269789.0000	89927.7571	3.1164	1.6399	2.0000e-02	4.0000e-02	129	7104645	2.5137e-01	834	61111167	2.1621e+00	4	409168	1.4477e-02	3.1008	5.7592	0.4796	0.6695
