track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
LFNHinvs	Hotspot_0.99	350	3607.6700	0.0000	10571.0000	3526.5342	0.0973	-3.3619	1.2000e-01	1.4400e-01	50	1163045	4.3426e-02	8338	7648169	2.8557e-01	2	350	1.3069e-05	4.0000	0.0301	0.0240	0.0046
LFNHinvs	Hotspot_0.9	22919	76662.4400	20607.0000	158445.0000	38871.6504	0.2990	-1.7419	7.0000e-02	1.0500e-01	50	1163045	4.3426e-02	83379	135028905	5.0418e+00	16	22919	8.5576e-04	32.0000	1.9706	0.0192	0.0170
LFNHinvs	Hotspot_0.999	238	153.2900	0.0000	995.0000	378.3059	1.5490	0.6314	1.6000e-01	1.6000e-01	50	1163045	4.3426e-02	834	469549	1.7532e-02	1	238	8.8866e-06	2.0000	0.0205	0.1199	0.0507
LFNHinvs	Coldspot_0.1	566228	252154.0900	111258.0000	541913.0000	146033.5189	2.2456	1.1671	1.0000e-02	6.0000e-02	50	1163045	4.3426e-02	83373	770018278	2.8751e+01	29	566228	2.1142e-02	58.0000	48.6850	0.0348	0.0735
LFNHinvs	Coldspot_0.01	388897	92024.4000	11451.0000	399207.0000	126902.0920	4.2260	2.0793	6.0000e-02	1.0500e-01	50	1163045	4.3426e-02	8326	204658289	7.6416e+00	6	388897	1.4521e-02	12.0000	33.4378	0.0721	0.1900
LFNHinvs	Coldspot_0.001	348509	46658.1600	0.0000	361694.0000	100379.9923	7.4693	2.9010	4.0000e-02	1.0500e-01	50	1163045	4.3426e-02	818	55726189	2.0807e+00	2	348509	1.3013e-02	4.0000	29.9652	0.2445	0.6254
NAHRinvs	Hotspot_0.999	28	2146.1300	458.0000	4453.0000	1233.7537	0.0135	-6.2102	1.0000e-02	1.5000e-02	38	10479500	3.9129e-01	834	469549	1.7532e-02	1	28	1.0455e-06	2.6316	0.0003	0.1199	0.0060
NAHRinvs	Hotspot_0.99	11565	38970.6700	25793.0000	54248.0000	8954.3209	0.2968	-1.7525	1.0000e-02	1.5000e-02	38	10479500	3.9129e-01	8338	7648169	2.8557e-01	18	11565	4.3182e-04	47.3684	0.1104	0.2159	0.1512
NAHRinvs	Hotspot_0.9	412627	671284.6800	558567.0000	805923.0000	74838.4632	0.6147	-0.7021	1.0000e-02	1.5000e-02	38	10479500	3.9129e-01	83379	135028905	5.0418e+00	229	412627	1.5407e-02	602.6316	3.9375	0.2746	0.3056
NAHRinvs	Coldspot_0.1	2653657	2305005.9800	1920090.0000	2691579.0000	228240.8918	1.1513	0.2032	7.0000e-02	7.0000e-02	38	10479500	3.9129e-01	83373	770018278	2.8751e+01	175	2653657	9.9084e-02	460.5263	25.3224	0.2099	0.3446
