track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
NAHRno501invs	Hotspot_0.999	0	1033.1400	0.0000	3552.0000	1193.2361	0.0010	-10.0142	4.4000e-01	4.4000e-01	37	4828391	1.7890e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NAHRno501invs	Hotspot_0.99	6383	12103.0900	4863.0000	23358.0000	5162.3644	0.5274	-0.9230	1.2000e-01	2.4000e-01	37	4828391	1.7890e-01	10390	5567094	2.0627e-01	11	6383	2.3651e-04	29.7297	0.1322	0.1059	0.1147
NAHRno501invs	Hotspot_0.9	155896	172367.6000	119421.0000	249571.0000	38806.5029	0.9044	-0.1449	3.9000e-01	4.4000e-01	37	4828391	1.7890e-01	103891	80956273	2.9996e+00	240	155896	5.7763e-03	648.6486	3.2287	0.2310	0.1926
NAHRno501invs	Coldspot_0.1	898121	956778.5700	664879.0000	1253356.0000	178496.8488	0.9387	-0.0913	3.5000e-01	4.4000e-01	37	4828391	1.7890e-01	103896	558914693	2.0709e+01	282	898121	3.3278e-02	762.1622	18.6008	0.2714	0.1607
NAHRno501invs	Coldspot_0.01	257553	129449.4600	32659.0000	276140.0000	79729.7149	1.9896	0.9925	6.0000e-02	1.8000e-01	37	4828391	1.7890e-01	10389	71299683	2.6418e+00	104	257553	9.5429e-03	281.0811	5.3341	1.0011	0.3612
NAHRno501invs	Coldspot_0.001	159939	19252.3300	0.0000	88386.0000	30234.1915	8.3071	3.0544	1.0000e-02	6.0000e-02	37	4828391	1.7890e-01	1038	12194602	4.5184e-01	52	159939	5.9261e-03	140.5405	3.3125	5.0096	1.3116
NHinvs	Hotspot_0.99	0	3401.3300	0.0000	7757.0000	2235.1092	0.0003	-11.7323	6.0000e-02	1.2000e-01	76	1333211	4.9399e-02	10390	5567094	2.0627e-01	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NHinvs	Hotspot_0.999	0	208.7200	0.0000	1488.0000	524.3948	0.0048	-7.7123	8.2000e-01	8.2000e-01	76	1333211	4.9399e-02	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NHinvs	Hotspot_0.9	21234	51327.6000	23191.0000	106632.0000	25242.4516	0.4137	-1.2733	3.0000e-02	9.0000e-02	76	1333211	4.9399e-02	103891	80956273	2.9996e+00	33	21234	7.8677e-04	43.4211	1.5927	0.0318	0.0262
NHinvs	Coldspot_0.001	2241	4222.2500	0.0000	13722.0000	10142.6319	0.5309	-0.9136	6.6000e-01	7.9200e-01	76	1333211	4.9399e-02	1038	12194602	4.5184e-01	2	2241	8.3034e-05	2.6316	0.1681	0.1927	0.0184
NHinvs	Coldspot_0.01	18176	23873.6100	2742.0000	67236.0000	22871.6650	0.7614	-0.3934	4.5000e-01	6.7500e-01	76	1333211	4.9399e-02	10389	71299683	2.6418e+00	6	18176	6.7346e-04	7.8947	1.3633	0.0578	0.0255
NHinvs	Coldspot_0.1	659292	229644.9300	136777.0000	401701.0000	77336.3528	2.8709	1.5215	1.0000e-02	6.0000e-02	76	1333211	4.9399e-02	103896	558914693	2.0709e+01	181	659292	2.4428e-02	238.1579	49.4514	0.1742	0.1180
no501invs	Hotspot_0.999	0	1049.5100	0.0000	3470.0000	1077.8349	0.0010	-10.0369	3.3000e-01	3.3000e-01	113	6161602	2.2830e-01	1039	446725	1.6552e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
no501invs	Hotspot_0.99	6383	16403.5000	6957.0000	25221.0000	5691.6361	0.3892	-1.3616	1.0000e-02	3.0000e-02	113	6161602	2.2830e-01	10390	5567094	2.0627e-01	11	6383	2.3651e-04	9.7345	0.1036	0.1059	0.1147
no501invs	Hotspot_0.9	177130	224754.5000	156574.0000	296266.0000	43377.4096	0.7881	-0.3435	1.5000e-01	1.8000e-01	113	6161602	2.2830e-01	103891	80956273	2.9996e+00	273	177130	6.5631e-03	241.5929	2.8747	0.2628	0.2188
no501invs	Coldspot_0.1	1557413	1162662.5500	854756.0000	1598909.0000	236925.9167	1.3395	0.4217	6.0000e-02	9.0000e-02	113	6161602	2.2830e-01	103896	558914693	2.0709e+01	463	1557413	5.7706e-02	409.7345	25.2761	0.4456	0.2786
no501invs	Coldspot_0.01	275729	138300.1000	62277.0000	252092.0000	60442.3845	1.9937	0.9954	3.0000e-02	6.0000e-02	113	6161602	2.2830e-01	10389	71299683	2.6418e+00	110	275729	1.0216e-02	97.3451	4.4750	1.0588	0.3867
no501invs	Coldspot_0.001	162180	20752.6200	1180.0000	67292.0000	22946.4252	7.8146	2.9662	1.0000e-02	3.0000e-02	113	6161602	2.2830e-01	1038	12194602	4.5184e-01	54	162180	6.0092e-03	47.7876	2.6321	5.2023	1.3299
