track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
LFNAHRinvs	Hotspot_0.999	0	371.8900	0.0000	1893.0000	592.1721	0.0027	-8.5426	5.3000e-01	5.3000e-01	20	2334528	8.7168e-02	834	469549	1.7532e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Hotspot_0.99	2304	6768.1100	1761.0000	13523.0000	3931.4329	0.3405	-1.5542	1.0000e-01	2.0000e-01	20	2334528	8.7168e-02	8338	7648169	2.8557e-01	3	2304	8.6028e-05	15.0000	0.0987	0.0360	0.0301
LFNAHRinvs	Hotspot_0.9	63261	121727.2400	78748.0000	185673.0000	32468.4598	0.5197	-0.9443	1.0000e-02	3.0000e-02	20	2334528	8.7168e-02	83379	135028905	5.0418e+00	36	63261	2.3621e-03	180.0000	2.7098	0.0432	0.0468
LFNAHRinvs	Coldspot_0.1	331795	557197.6600	385804.0000	743708.0000	106549.7303	0.5955	-0.7479	1.0000e-02	3.0000e-02	20	2334528	8.7168e-02	83373	770018278	2.8751e+01	46	331795	1.2389e-02	230.0000	14.2125	0.0552	0.0431
LFNAHRinvs	Coldspot_0.01	85021	122174.0400	40043.0000	285598.0000	71568.3752	0.6959	-0.5230	3.1000e-01	3.9600e-01	20	2334528	8.7168e-02	8326	204658289	7.6416e+00	5	85021	3.1746e-03	25.0000	3.6419	0.0601	0.0415
LFNHinvs	Hotspot_0.99	350	3639.5400	286.0000	11008.0000	3362.3160	0.0964	-3.3746	7.0000e-02	8.4000e-02	50	1163045	4.3426e-02	8338	7648169	2.8557e-01	2	350	1.3069e-05	4.0000	0.0301	0.0240	0.0046
LFNHinvs	Hotspot_0.9	22919	76446.5900	31846.0000	148550.0000	35370.3928	0.2998	-1.7379	1.0000e-02	3.0000e-02	50	1163045	4.3426e-02	83379	135028905	5.0418e+00	16	22919	8.5576e-04	32.0000	1.9706	0.0192	0.0170
LFNHinvs	Hotspot_0.999	238	280.7200	0.0000	1395.0000	574.0938	0.8484	-0.2373	7.4000e-01	7.4000e-01	50	1163045	4.3426e-02	834	469549	1.7532e-02	1	238	8.8866e-06	2.0000	0.0205	0.1199	0.0507
LFNHinvs	Coldspot_0.1	566228	237834.7800	106784.0000	491859.0000	122580.4938	2.3808	1.2514	1.0000e-02	3.0000e-02	50	1163045	4.3426e-02	83373	770018278	2.8751e+01	29	566228	2.1142e-02	58.0000	48.6850	0.0348	0.0735
LFNHinvs	Coldspot_0.01	388897	82369.9400	12361.0000	397309.0000	115940.2082	4.7213	2.2392	6.0000e-02	8.4000e-02	50	1163045	4.3426e-02	8326	204658289	7.6416e+00	6	388897	1.4521e-02	12.0000	33.4378	0.0721	0.1900
LFNHinvs	Coldspot_0.001	348509	43134.1500	0.0000	366963.0000	101824.6034	8.0795	3.0143	7.0000e-02	8.4000e-02	50	1163045	4.3426e-02	818	55726189	2.0807e+00	2	348509	1.3013e-02	4.0000	29.9652	0.2445	0.6254
NAHRinvs	Hotspot_0.999	28	2329.2100	517.0000	4227.0000	1168.5532	0.0124	-6.3283	2.0000e-02	3.0000e-02	38	10479500	3.9129e-01	834	469549	1.7532e-02	1	28	1.0455e-06	2.6316	0.0003	0.1199	0.0060
NAHRinvs	Hotspot_0.99	11565	39702.1900	26757.0000	53327.0000	8537.7663	0.2913	-1.7794	1.0000e-02	2.0000e-02	38	10479500	3.9129e-01	8338	7648169	2.8557e-01	18	11565	4.3182e-04	47.3684	0.1104	0.2159	0.1512
NAHRinvs	Hotspot_0.9	412627	690808.4600	558655.0000	808400.0000	75449.0314	0.5973	-0.7434	1.0000e-02	2.0000e-02	38	10479500	3.9129e-01	83379	135028905	5.0418e+00	229	412627	1.5407e-02	602.6316	3.9375	0.2746	0.3056
NAHRinvs	Coldspot_0.1	2653657	2290541.9000	1835706.0000	2769089.0000	273520.1372	1.1585	0.2123	1.1000e-01	1.1000e-01	38	10479500	3.9129e-01	83373	770018278	2.8751e+01	175	2653657	9.9084e-02	460.5263	25.3224	0.2099	0.3446
NAHRinvs	Coldspot_0.01	1267329	684630.2500	379367.0000	1009678.0000	199438.5002	1.8511	0.8884	1.0000e-02	2.0000e-02	38	10479500	3.9129e-01	8326	204658289	7.6416e+00	12	1267329	4.7320e-02	31.5789	12.0934	0.1441	0.6192
NAHRinvs	Coldspot_0.001	447609	236965.3400	40646.0000	492717.0000	133300.2713	1.8889	0.9176	8.0000e-02	9.6000e-02	38	10479500	3.9129e-01	818	55726189	2.0807e+00	1	447609	1.6713e-02	2.6316	4.2713	0.1222	0.8032
NAHRno501invs	Coldspot_0.001	0	107289.5000	12984.0000	252865.0000	76604.5800	0.0000	-16.7112	1.0000e-02	2.0000e-02	37	4828391	1.8029e-01	818	55726189	2.0807e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NAHRno501invs	Hotspot_0.999	0	599.7300	0.0000	2404.0000	697.4666	0.0017	-9.2306	3.3000e-01	3.3000e-01	37	4828391	1.8029e-01	834	469549	1.7532e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NAHRno501invs	Hotspot_0.99	2304	11485.6000	3392.0000	23650.0000	5877.0196	0.2007	-2.3171	1.0000e-02	2.0000e-02	37	4828391	1.8029e-01	8338	7648169	2.8557e-01	3	2304	8.6028e-05	8.1081	0.0477	0.0360	0.0301
NAHRno501invs	Hotspot_0.9	81730	238307.2400	159507.0000	334095.0000	50479.2154	0.3430	-1.5439	1.0000e-02	2.0000e-02	37	4828391	1.8029e-01	83379	135028905	5.0418e+00	42	81730	3.0517e-03	113.5135	1.6927	0.0504	0.0605
NAHRno501invs	Coldspot_0.01	180206	312816.3800	135662.0000	526285.0000	119912.3436	0.5761	-0.7957	1.5000e-01	1.8000e-01	37	4828391	1.8029e-01	8326	204658289	7.6416e+00	7	180206	6.7286e-03	18.9189	3.7322	0.0841	0.0881
NAHRno501invs	Coldspot_0.1	794316	1176132.1500	884725.0000	1535216.0000	186602.1778	0.6754	-0.5663	2.0000e-02	3.0000e-02	37	4828391	1.8029e-01	83373	770018278	2.8751e+01	63	794316	2.9659e-02	170.2703	16.4509	0.0756	0.1032
NHinvs	Hotspot_0.99	350	3299.7100	133.0000	10254.0000	2873.0708	0.1063	-3.2332	1.0000e-01	1.2000e-01	76	1333211	4.9780e-02	8338	7648169	2.8557e-01	2	350	1.3069e-05	2.6316	0.0263	0.0240	0.0046
NHinvs	Hotspot_0.9	22919	81566.3900	31412.0000	146452.0000	35433.1585	0.2810	-1.8314	1.0000e-02	2.0000e-02	76	1333211	4.9780e-02	83379	135028905	5.0418e+00	16	22919	8.5576e-04	21.0526	1.7191	0.0192	0.0170
NHinvs	Hotspot_0.999	238	219.9300	0.0000	1170.0000	460.7017	1.0818	0.1134	2.2000e-01	2.2000e-01	76	1333211	4.9780e-02	834	469549	1.7532e-02	1	238	8.8866e-06	1.3158	0.0179	0.1199	0.0507
NHinvs	Coldspot_0.1	684908	302818.0100	175371.0000	577040.0000	127336.4931	2.2618	1.1775	1.0000e-02	2.0000e-02	76	1333211	4.9780e-02	83373	770018278	2.8751e+01	39	684908	2.5573e-02	51.3158	51.3728	0.0468	0.0889
NHinvs	Coldspot_0.01	482129	102169.0400	26527.0000	423934.0000	116435.8402	4.7189	2.2384	1.0000e-02	2.0000e-02	76	1333211	4.9780e-02	8326	204658289	7.6416e+00	7	482129	1.8002e-02	9.2105	36.1630	0.0841	0.2356
NHinvs	Coldspot_0.001	348509	53872.4900	2076.0000	379622.0000	107524.9877	6.4690	2.6936	7.0000e-02	1.0500e-01	76	1333211	4.9780e-02	818	55726189	2.0807e+00	2	348509	1.3013e-02	2.6316	26.1406	0.2445	0.6254
no501invs	Hotspot_0.99	2654	15287.1400	7245.0000	27987.0000	6391.1871	0.1737	-2.5256	1.0000e-02	3.0000e-02	113	6161602	2.3007e-01	8338	7648169	2.8557e-01	5	2654	9.9097e-05	4.4248	0.0431	0.0600	0.0347
no501invs	Hotspot_0.999	238	850.7000	0.0000	2724.0000	949.1078	0.2806	-1.8333	4.2000e-01	4.2000e-01	113	6161602	2.3007e-01	834	469549	1.7532e-02	1	238	8.8866e-06	0.8850	0.0039	0.1199	0.0507
no501invs	Hotspot_0.9	104649	313838.4800	205111.0000	427995.0000	64191.6304	0.3335	-1.5845	1.0000e-02	3.0000e-02	113	6161602	2.3007e-01	83379	135028905	5.0418e+00	58	104649	3.9074e-03	51.3274	1.6984	0.0696	0.0775
no501invs	Coldspot_0.1	1479224	1460535.6800	1085145.0000	1861504.0000	267529.7299	1.0128	0.0183	4.1000e-01	4.2000e-01	113	6161602	2.3007e-01	83373	770018278	2.8751e+01	102	1479224	5.5232e-02	90.2655	24.0071	0.1223	0.1921
no501invs	Coldspot_0.01	662335	390932.0100	144352.0000	803410.0000	191097.9247	1.6942	0.7606	9.0000e-02	1.3500e-01	113	6161602	2.3007e-01	8326	204658289	7.6416e+00	14	662335	2.4731e-02	12.3894	10.7494	0.1681	0.3236
no501invs	Coldspot_0.001	348509	138168.4400	19717.0000	433972.0000	130867.5141	2.5223	1.3348	7.0000e-02	1.3500e-01	113	6161602	2.3007e-01	818	55726189	2.0807e+00	2	348509	1.3013e-02	1.7699	5.6561	0.2445	0.6254
