track	annotation	observed	expected	CI95low	CI95high	stddev	fold	l2fold	pvalue	qvalue	track_nsegments	track_size	track_density	annotation_nsegments	annotation_size	annotation_density	overlap_nsegments	overlap_size	overlap_density	percent_overlap_nsegments_track	percent_overlap_size_track	percent_overlap_nsegments_annotation	percent_overlap_size_annotation
invs	Coldspot_0.1	3750952	3013631.0700	2584352.0000	3626796.0000	319817.2255	1.2447	0.3158	1.0000e-02	1.2000e-02	130	12755754	4.5131e-01	85177	855303584	3.0261e+01	226	3750952	1.3271e-01	173.8462	29.4060	0.2653	0.4386
invs	Coldspot_0.01	1732973	903579.6300	484154.0000	1477933.0000	293661.0167	1.9179	0.9395	1.0000e-02	1.2000e-02	130	12755754	4.5131e-01	8505	231711737	8.1981e+00	20	1732973	6.1314e-02	15.3846	13.5858	0.2352	0.7479
invs	Coldspot_0.001	1260859	426196.9800	127614.0000	904422.0000	231129.0732	2.9584	1.5648	1.0000e-02	1.2000e-02	130	12755754	4.5131e-01	836	61111167	2.1621e+00	6	1260859	4.4610e-02	4.6154	9.8846	0.7177	2.0632
LFinvs	Hotspot_0.99	2870	11244.5400	3083.0000	24696.0000	6096.6186	0.2553	-1.9697	4.0000e-02	6.0000e-02	75	3748768	1.3263e-01	8518	8057649	2.8508e-01	6	2870	1.0154e-04	8.0000	0.0766	0.0704	0.0356
LFinvs	Hotspot_0.999	238	782.6000	0.0000	2800.0000	932.1638	0.3050	-1.7131	3.9000e-01	3.9000e-01	75	3748768	1.3263e-01	852	441389	1.5617e-02	1	238	8.4206e-06	1.3333	0.0063	0.1174	0.0539
LFinvs	Hotspot_0.9	100646	216376.7500	143157.0000	302194.0000	51096.0068	0.4651	-1.1042	1.0000e-02	2.0000e-02	75	3748768	1.3263e-01	85185	147208246	5.2083e+00	54	100646	3.5609e-03	72.0000	2.6848	0.0634	0.0684
LFinvs	Coldspot_0.1	1009279	941515.7800	748143.0000	1218799.0000	133523.8708	1.0720	0.1003	2.7000e-01	3.2400e-01	75	3748768	1.3263e-01	85177	855303584	3.0261e+01	87	1009279	3.5709e-02	116.0000	26.9230	0.1021	0.1180
LFinvs	Coldspot_0.01	521664	239243.7700	123152.0000	388874.0000	84377.0098	2.1805	1.1246	1.0000e-02	2.0000e-02	75	3748768	1.3263e-01	8505	231711737	8.1981e+00	10	521664	1.8457e-02	13.3333	13.9156	0.1176	0.2251
LFinvs	Coldspot_0.001	330052	74136.7400	4626.0000	192003.0000	63523.5775	4.4519	2.1544	1.0000e-02	2.0000e-02	75	3748768	1.3263e-01	836	61111167	2.1621e+00	1	330052	1.1677e-02	1.3333	8.8043	0.1196	0.5401
LFNAHRinvs	Coldspot_0.001	0	37682.4200	0.0000	113130.0000	36160.4106	0.0000	-15.2016	1.8000e-01	2.7000e-01	25	2585723	9.1484e-02	836	61111167	2.1621e+00	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Hotspot_0.999	0	493.8700	0.0000	1819.0000	784.3569	0.0020	-8.9509	5.5000e-01	5.5000e-01	25	2585723	9.1484e-02	852	441389	1.5617e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
LFNAHRinvs	Hotspot_0.99	2520	7922.9400	1022.0000	16260.0000	4559.3492	0.3181	-1.6522	1.5000e-01	2.7000e-01	25	2585723	9.1484e-02	8518	8057649	2.8508e-01	4	2520	8.9159e-05	16.0000	0.0975	0.0470	0.0313
LFNAHRinvs	Hotspot_0.9	74964	145537.6400	91762.0000	217634.0000	39012.3140	0.5151	-0.9571	1.0000e-02	6.0000e-02	25	2585723	9.1484e-02	85185	147208246	5.2083e+00	38	74964	2.6523e-03	152.0000	2.8992	0.0446	0.0509
LFNAHRinvs	Coldspot_0.1	534612	684908.4400	531013.0000	918920.0000	116487.1750	0.7806	-0.3574	6.0000e-02	1.8000e-01	25	2585723	9.1484e-02	85177	855303584	3.0261e+01	63	534612	1.8915e-02	252.0000	20.6755	0.0740	0.0625
LFNAHRinvs	Coldspot_0.01	143154	155427.4100	53192.0000	281585.0000	70898.4863	0.9210	-0.1187	4.7000e-01	5.5000e-01	25	2585723	9.1484e-02	8505	231711737	8.1981e+00	5	143154	5.0649e-03	20.0000	5.5363	0.0588	0.0618
LFNHinvs	Hotspot_0.99	350	4469.0800	0.0000	12198.0000	4224.9796	0.0785	-3.6708	1.5000e-01	1.8000e-01	50	1163045	4.1149e-02	8518	8057649	2.8508e-01	2	350	1.2383e-05	4.0000	0.0301	0.0235	0.0043
LFNHinvs	Hotspot_0.9	25682	79641.6300	25765.0000	145064.0000	38562.5449	0.3225	-1.6327	5.0000e-02	1.0000e-01	50	1163045	4.1149e-02	85185	147208246	5.2083e+00	16	25682	9.0864e-04	32.0000	2.2082	0.0188	0.0174
LFNHinvs	Hotspot_0.999	238	364.2900	0.0000	2214.0000	755.1849	0.6543	-0.6120	7.6000e-01	7.6000e-01	50	1163045	4.1149e-02	852	441389	1.5617e-02	1	238	8.4206e-06	2.0000	0.0205	0.1174	0.0539
LFNHinvs	Coldspot_0.1	474667	256269.7800	101198.0000	519424.0000	131011.1200	1.8522	0.8892	1.0000e-01	1.5000e-01	50	1163045	4.1149e-02	85177	855303584	3.0261e+01	24	474667	1.6794e-02	48.0000	40.8124	0.0282	0.0555
LFNHinvs	Coldspot_0.01	378510	77286.1400	10292.0000	376420.0000	106191.3256	4.8975	2.2920	3.0000e-02	1.0000e-01	50	1163045	4.1149e-02	8505	231711737	8.1981e+00	5	378510	1.3392e-02	10.0000	32.5447	0.0588	0.1634
LFNHinvs	Coldspot_0.001	330052	37843.2300	0.0000	330935.0000	91949.1728	8.7214	3.1246	4.0000e-02	1.0000e-01	50	1163045	4.1149e-02	836	61111167	2.1621e+00	1	330052	1.1677e-02	2.0000	28.3783	0.1196	0.5401
NAHRinvs	Hotspot_0.999	28	1763.1700	28.0000	4521.0000	1208.1891	0.0164	-5.9268	6.0000e-02	6.0000e-02	52	11417007	4.0394e-01	852	441389	1.5617e-02	1	28	9.9066e-07	1.9231	0.0002	0.1174	0.0063
NAHRinvs	Hotspot_0.99	12689	33052.0200	19597.0000	49501.0000	8824.8735	0.3839	-1.3811	1.0000e-02	1.5000e-02	52	11417007	4.0394e-01	8518	8057649	2.8508e-01	19	12689	4.4894e-04	36.5385	0.1111	0.2231	0.1575
NAHRinvs	Hotspot_0.9	462492	695834.1600	556489.0000	849030.0000	84954.5811	0.6647	-0.5893	1.0000e-02	1.5000e-02	52	11417007	4.0394e-01	85185	147208246	5.2083e+00	236	462492	1.6363e-02	453.8462	4.0509	0.2770	0.3142
NAHRinvs	Coldspot_0.1	3157607	2682312.4800	2237113.0000	3177614.0000	290885.8971	1.1772	0.2354	4.0000e-02	4.8000e-02	52	11417007	4.0394e-01	85177	855303584	3.0261e+01	192	3157607	1.1172e-01	369.2308	27.6570	0.2254	0.3692
NAHRinvs	Coldspot_0.01	1354463	810464.3600	524010.0000	1216310.0000	212372.0884	1.6712	0.7409	1.0000e-02	1.5000e-02	52	11417007	4.0394e-01	8505	231711737	8.1981e+00	15	1354463	4.7922e-02	28.8462	11.8636	0.1764	0.5845
NAHRinvs	Coldspot_0.001	930807	368769.1300	94189.0000	658421.0000	163005.6478	2.5241	1.3358	1.0000e-02	1.5000e-02	52	11417007	4.0394e-01	836	61111167	2.1621e+00	5	930807	3.2932e-02	9.6154	8.1528	0.5981	1.5231
NAHRno501invs	Hotspot_0.999	0	938.7200	0.0000	2588.0000	833.8545	0.0011	-9.8761	1.8000e-01	1.8000e-01	51	5765898	2.0400e-01	852	441389	1.5617e-02	0	0	0.0000e+00	0.0000	0.0000	0.0000	0.0000
NAHRno501invs	Hotspot_0.99	2520	13992.9100	5662.0000	25880.0000	6265.4310	0.1801	-2.4727	1.0000e-02	3.0000e-02	51	5765898	2.0400e-01	8518	8057649	2.8508e-01	4	2520	8.9159e-05	7.8431	0.0437	0.0470	0.0313
NAHRno501invs	Hotspot_0.9	101111	295158.1800	202234.0000	401887.0000	58604.6446	0.3426	-1.5455	1.0000e-02	3.0000e-02	51	5765898	2.0400e-01	85185	147208246	5.2083e+00	48	101111	3.5774e-03	94.1176	1.7536	0.0563	0.0687
